Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
NFEC,NF Energy Saving Corporation,1.699,9343050.753,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
NGPC,NGP Capital Resources Company,7.6,155793828.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ngpc
EGOV,NIC Inc.,23.39,1520165125,n/a,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov
NICE,NICE-Systems Limited,37.91,2545952160,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",15.66,191111022.5,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
NIHD,"NII Holdings, Inc.",2.74,472481640.7,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd
NINE,Ninetowns Internet Technology Group Company Limited,1.78,69049464.52,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nine
NMIH,NMI Holdings Inc,13.82,797931973.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",17.92,312744015.4,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,38.44,1133012235,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,70.86,4550907538,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,5.51,15113885.92,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys
NTK,Nortek Inc.,71.58,1102413816,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntk
NOVB,North Valley Bancorp,19.2,131263334.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/novb
NBN,Northeast Bancorp,9.805,102300957.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
NECB,"Northeast Community Bancorp, Inc.",7.08,89524844.16,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb
NTIC,Northern Technologies International Corporation,17.5,77490630,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,57.4,13717672531,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs
NFBK,"Northfield Bancorp, Inc.",12.72,736990414.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,24.41,159152785,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",13.89,1308342506,n/a,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
NWBO,"Northwest Biotherapeutics, Inc.",4.97,191383144.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbo
NWBOW,"Northwest Biotherapeutics, Inc.",2.998,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbow
NWPX,Northwest Pipe Company,36.17,341781144.8,n/a,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,32.75,6716470739,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,27.49,99719122.81,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
NVMI,Nova Measuring Instruments Ltd.,9.14,248808595.6,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi
NVDQ,Novadaq Technologies Inc,17.2,835044107.2,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nvdq
NVTL,"Novatel Wireless, Inc.",1.99,67817635.86,n/a,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nvtl
NVAX,"Novavax, Inc.",3.11,648468398.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
NVGN,Novogen Limited,4.99,20719612.73,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn
NPSP,"NPS Pharmaceuticals, Inc.",23.35,2384063954,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/npsp
NTLS,NTELOS Holdings Corp.,21.87,470322048.2,n/a,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntls
NUAN,"Nuance Communications, Inc.",16.02,4971482419,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NMRX,Numerex Corp.,12.95,240870000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nmrx
PATH,NuPathe Inc.,1.9501,61095031.97,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/path
NUTR,Nutraceutical International Corporation,24.52,241071346.9,n/a,1998,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nutr
NTRI,NutriSystem Inc,18.9,542884620.6,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",32.98,1471531025,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
NVEE,"NV5 Holdings, Inc.",8.47,46439163.54,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee
NVEEW,"NV5 Holdings, Inc.",1.55,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nveew
NVEC,NVE Corporation,54.03,261345433.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,15.21,8800476158,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,40.45,9958072781,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",9.09,553862471.9,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm
NYMX,Nymox Pharmaceutical Corporation,6.98,240957466.5,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,2.8,79812762.4,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),8.05,63834326.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
OBAF,"OBA Financial Services, Inc.",18.6,75106911.6,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/obaf
OBCI,"Ocean Bio-Chem, Inc.",2.55,22108364.85,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",1.81,18746072.26,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,20.59,2712220386,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
OSHC,Ocean Shore Holding Co.,13.85,96464585.2,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
OCFC,OceanFirst Financial Corp.,17.59,305820795.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OCRX,"Ocera Therapeutics, Inc.",7.68,116981452.8,n/a,1995,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
OCLR,"Oclaro, Inc.",2.23,207754475.7,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,16.55,96542687.25,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCLS,"Oculus Innovative Sciences, Inc.",2.52,16716908.88,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ocls
OCZ,OCZ Technology Group Inc,0.578,39423741.95,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/ocz
OMEX,"Odyssey Marine Exploration, Inc.",2.01,168010358.4,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex
OFS,OFS Capital Corporation,11.89,114498286.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs
OVBC,Ohio Valley Banc Corp.,21.75,88352937,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",8.1,159791535,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
ODFL,"Old Dominion Freight Line, Inc.",49.43,4259131847,n/a,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",14.15,152341899.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,15.1,1520464300,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,12.98,64367936.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",4.4,61235275.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",11.95,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
ZEUS,"Olympic Steel, Inc.",26.48,290295844.3,n/a,1985,n/a,n/a,http://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",20.32,205065823,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,7.14,216484450.1,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
OABC,"OmniAmerican Bancorp, Inc.",21.86,250331516.9,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oabc
OMCL,"Omnicell, Inc.",23.27,828753370.9,n/a,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
OVTI,"OmniVision Technologies, Inc.",14.59,811017423.1,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ovti
ONNN,ON Semiconductor Corporation,6.86,3048773974,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/onnn
OTIV,On Track Innovations Ltd,2.91,93864412.92,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
OGXI,OncoGenex Pharmaceuticals Inc.,7.72,113542949.9,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi
ONCY,"Oncolytics Biotech, Inc.",2.52,213592221.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncy
OMED,"OncoMed Pharmaceuticals, Inc.",13,362700767,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",15.21,325659865.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ONTY,Oncothyreon Inc.,1.84,127537958.7,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/onty
ONFC,Oneida Financial Corp.,12.9999,91336231.41,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/onfc
ONVI,"Onvia, Inc.",4.74,34741379.7,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
OTEX,Open Text Corporation,84.48,4991732782,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPEN,"OpenTable, Inc.",82.58,1921748166,n/a,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/open
OPXA,"Opexa Therapeutics, Inc.",2.15,48868397.05,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa
OPHT,Ophthotech Corporation,24.62,772415299.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
OPLK,"Oplink Communications, Inc.",15.92,307689629,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oplk
OBAS,Optibase Ltd.,6.25,23889062.5,n/a,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,3.85,25317226.55,n/a,1987,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/occ
OPHC,"OptimumBank Holdings, Inc.",1.2,9578632.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
ORMP,Oramed Pharmaceuticals Inc.,7.51,59613418.72,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",6.54,363635654.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,5.88,281829340.8,n/a,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
ORBT,Orbit International Corporation,3.31,15065789.38,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbt
ORBK,Orbotech Ltd.,13.02,550704323,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbk
ORLY,"O&#39;Reilly Automotive, Inc.",124.28,13338168308,n/a,1993,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",5.65,572762619.8,n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
SEED,Origin Agritech Limited,1.6,37027168,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
ORIT,Oritani Financial Corp.,15.86,724483864.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,16.83,136431452.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,20.99,408324641.1,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
OSIS,"OSI Systems, Inc.",74.19,1487771984,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OSIR,"Osiris Therapeutics, Inc.",14.44,488733554.2,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/osir
OSN,"Ossen Innovation Co., Ltd.",1.51,30051958.09,n/a,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,7.04,21850245.12,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/otel
OTTR,Otter Tail Corporation,29.2,1059104323,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
OUTR,Outerwall Inc.,66.88,1853379496,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/outr
OVAS,Ovascience Inc.,8.58,156426681.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OVRL,"Overland Storage, Inc.",0.89,27698524.82,n/a,1997,Technology,Electronic Components,http://www.nasdaq.com/symbol/ovrl
OSTK,"Overstock.com, Inc.",26.15,621691825.9,n/a,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk
OXLC,Oxford Lane Capital Corp.,15.86,121152874.7,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
OXLCO,Oxford Lane Capital Corp.,22.0999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
OXLCP,Oxford Lane Capital Corp.,26.2875,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcp
OXGN,"OXiGENE, Inc.",2.82,8838139.44,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/oxgn
OXBT,"Oxygen Biotherapeutics, Inc.",5.84,53215872.88,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/oxbt
PFIN,"P & F Industries, Inc.",7.06,26079421.14,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",17.72,153332435.8,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,55.245,19561806242,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar
PACR,"Pacer International, Inc.",8.59,303450279.9,n/a,1986,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/pacr
PACB,"Pacific Biosciences of California, Inc.",3.53,233516909.5,n/a,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
PCBK,Pacific Continental Corporation (Ore),13.23,236662341.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PEIX,"Pacific Ethanol, Inc.",2.71,42113779.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,6.18,117379551.9,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,14.06,234070753.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PSUN,"Pacific Sunwear of California, Inc.",2.9,198840863.5,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/psun
PCRX,"Pacira Pharmaceuticals, Inc.",52.24,1752085823,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PACT          ,Pactera Technology International Ltd,7.07,618122337.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pact          
PACW,PacWest Bancorp,39.27,1740319715,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PTIE,Pain Therapeutics,3.65,165847973.7,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PLMT,"Palmetto Bancshares, Inc. (SC)",13.17,168373247.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/plmt
PAAS,Pan American Silver Corp.,10.69,1618580511,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
PNRA,Panera Bread Company,172.48,4858126011,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pnra
PZZA,"Papa John&#39;S International, Inc.",82.32,1773543075,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
PRGN,Paragon Shipping Inc.,4.73,82498020.66,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/prgn
PAMT,Parametric Sound Corp.,12.77,87312589.17,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/pamt
PRXL,PAREXEL International Corporation,40.9,2311068733,n/a,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
PCYG,"Park City Group, Inc.",9.48,158319564.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PSTB,Park Sterling Corporation,6.4,286572390.4,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,"Parke Bancorp, Inc.",8.99,53785461.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",3.68,342109275.4,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,39.33,486443036.5,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,9.58,1491260746,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",13.5,35345457,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",29.61,312931212.3,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,1.05,40602666.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
PATR,"Patriot Transportation Holding, Inc.",37.17,355056017.4,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/patr
PEGI,Pattern Energy Group Inc.,24.67,876482741.6,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/pegi
PDCO,"Patterson Companies, Inc.",42.6,4485107176,n/a,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco
PTEN,"Patterson-UTI Energy, Inc.",24.34,3510533690,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten
PLCC,Paulson Capital Corp.,1.0122,6167595.748,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/plcc
PAYX,"Paychex, Inc.",43.31,15816643827,n/a,1983,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/payx
PCCC,"PC Connection, Inc.",20.88,546418429.2,n/a,1998,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pccc
PCMI,"PCM, Inc.",9.8,114716085.4,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pcmi
PCTI,"PC-Tel, Inc.",9.74,180453739.7,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
PDCE,"PDC Energy, Inc.",57.58,2052902619,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce
PDFS,"PDF Solutions, Inc.",22.39,675860106.8,n/a,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
PDII,"PDI, Inc.",5.14,77897943.88,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pdii
PDLI,"PDL BioPharma, Inc.",9.15,1281443327,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli
PGC,Peapack-Gladstone Financial Corporation,17.63,160070456.7,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
PRLS,Peerless Systems Corporation,3.6204,10355897.15,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prls
